Toleo;Corrente;Tamb;Tempo
56;400;18,9;10/3/21 9:15
55;400;18,8;10/3/21 9:16
55;400;18,8;10/3/21 9:17
54;400;18,8;10/3/21 9:18
54;400;18,8;10/3/21 9:19
53;400;18,7;10/3/21 9:20
53;400;18,7;10/3/21 9:21
52;400;18,6;10/3/21 9:22
52;400;18,6;10/3/21 9:23
51;400;18,5;10/3/21 9:24
51;400;18,5;10/3/21 9:25
50;400;18,4;10/3/21 9:26
50;400;18,4;10/3/21 9:27
49;400;18,3;10/3/21 9:28
49;400;18,3;10/3/21 9:29
48;400;18,2;10/3/21 9:30
48;400;18,2;10/3/21 9:31
48;400;18,1;10/3/21 9:32
48;400;18,1;10/3/21 9:33
48;400;18;10/3/21 9:34
48;400;18,2;10/3/21 9:35
48;400;18,4;10/3/21 9:36
48;400;18,6;10/3/21 9:37
48;400;18,8;10/3/21 9:38
48;400;19;10/3/21 9:39
48;400;19,2;10/3/21 9:40
48;400;19,4;10/3/21 9:41
48;400;19,6;10/3/21 9:42
48;400;19,8;10/3/21 9:43
49;800;20;10/3/21 9:44
49;800;20,2;10/3/21 9:45
49;800;20,4;10/3/21 9:46
50;800;20,6;10/3/21 9:47
50;800;20,8;10/3/21 9:48
51;800;21;10/3/21 9:49
51;800;21,2;10/3/21 9:50
52;800;21,4;10/3/21 9:51
52;800;21,6;10/3/21 9:52
53;800;21,8;10/3/21 9:53
53;800;22;10/3/21 9:54
54;800;22,2;10/3/21 9:55
54;800;22,4;10/3/21 9:56
55;800;22,6;10/3/21 9:57
55;800;22,8;10/3/21 9:58
56;700;23;10/3/21 9:59
56;700;23,2;10/3/21 10:00
57;700;23,4;10/3/21 10:01
57;700;23,6;10/3/21 10:02
58;700;23,8;10/3/21 10:03
58;700;24;10/3/21 10:04
59;700;24,2;10/3/21 10:05
59;700;24,4;10/3/21 10:06
60;700;24,6;10/3/21 10:07
60;700;24,8;10/3/21 10:08
61;700;25;10/3/21 10:09
61;700;25,2;10/3/21 10:10
62;700;25,4;10/3/21 10:11
62;700;25,6;10/3/21 10:12
63;700;25,8;10/3/21 10:13
63;700;26;10/3/21 10:14
64;700;26,2;10/3/21 10:15
64;700;26,4;10/3/21 10:16
65;700;26,6;10/3/21 10:17
65;700;26,8;10/3/21 10:18
66;700;27;10/3/21 10:19
66;700;27,2;10/3/21 10:20
67;700;27,4;10/3/21 10:21
67;700;27,6;10/3/21 10:22
68;700;27,8;10/3/21 10:23
68;700;28;10/3/21 10:24
69;700;28,2;10/3/21 10:25
69;700;28,4;10/3/21 10:26
70;500;28,6;10/3/21 10:27
70;500;28,8;10/3/21 10:28
69;500;29;10/3/21 10:29
69;500;29,2;10/3/21 10:30
68;500;29,4;10/3/21 10:31
68;500;29,6;10/3/21 10:32
67;500;29,8;10/3/21 10:33
67;500;30;10/3/21 10:34
66;500;29,8;10/3/21 10:35
66;500;29,6;10/3/21 10:36
65;500;29,4;10/3/21 10:37
65;500;29,2;10/3/21 10:38
64;500;29;10/3/21 10:39
64;500;28,8;10/3/21 10:40
63;400;28,6;10/3/21 10:41
63;400;28,4;10/3/21 10:42
62;400;28,2;10/3/21 10:43
62;400;28;10/3/21 10:44
61;400;27,8;10/3/21 10:45
61;400;27,6;10/3/21 10:46
60;400;27,4;10/3/21 10:47
60;400;27,2;10/3/21 10:48
59;400;27;10/3/21 10:49
59;400;26,8;10/3/21 10:50
58;800;26,6;10/3/21 10:51
58;800;26,4;10/3/21 10:52
59;800;26,2;10/3/21 10:53
59;800;26;10/3/21 10:54
60;800;25,8;10/3/21 10:55
60;800;25,6;10/3/21 10:56
61;800;25,4;10/3/21 10:57
61;800;25,2;10/3/21 10:58
62;800;25;10/3/21 10:59
62;800;24,8;10/3/21 11:00
63;800;24,6;10/3/21 11:01
63;800;24,4;10/3/21 11:02
64;800;24,2;10/3/21 11:03
64;800;24;10/3/21 11:04
65;800;23,8;10/3/21 11:05
65;800;23,6;10/3/21 11:06
66;800;23,4;10/3/21 11:07
66;800;23,2;10/3/21 11:08
67;800;23;10/3/21 11:09
67;800;22,8;10/3/21 11:10
68;800;22,6;10/3/21 11:11
68;800;22,4;10/3/21 11:12
69;800;22,2;10/3/21 11:13
69;800;22;10/3/21 11:14
70;800;21,8;10/3/21 11:15
70;800;21,6;10/3/21 11:16
71;800;21,4;10/3/21 11:17
71;800;21,2;10/3/21 11:18
72;800;21;10/3/21 11:19
72;800;20,8;10/3/21 11:20
71;500;20,6;10/3/21 11:21
70;500;20,4;10/3/21 11:22
69;500;20,2;10/3/21 11:23
68;500;20;10/3/21 11:24
67;500;19,9;10/3/21 11:25
66;500;19,8;10/3/21 11:26
65;500;19,7;10/3/21 11:27
64;500;19,6;10/3/21 11:28
63;400;19,5;10/3/21 11:29
62;400;19,4;10/3/21 11:30
61;400;19,3;10/3/21 11:31
60;400;19,2;10/3/21 11:32
59;400;19,1;10/3/21 11:33
57;400;19;10/3/21 11:34
57;400;19;10/3/21 11:35
56;400;19;10/3/21 11:36
56;400;18,9;10/3/21 11:37
55;400;18,9;10/3/21 11:38
55;400;18,9;10/3/21 11:39
54;400;18,8;10/3/21 11:40
54;400;18,8;10/3/21 11:41
53;400;18,8;10/3/21 11:42
53;400;18,8;10/3/21 11:43
52;400;18,7;10/3/21 11:44
52;400;18,7;10/3/21 11:45
51;400;18,6;10/3/21 11:46
51;400;18,6;10/3/21 11:47
50;400;18,5;10/3/21 11:48
50;400;18,5;10/3/21 11:49
49;400;18,4;10/3/21 11:50
49;400;18,4;10/3/21 11:51
48;400;18,3;10/3/21 11:52
48;400;18,3;10/3/21 11:53
47;400;18,2;10/3/21 11:54
47;400;18,2;10/3/21 11:55
47;400;18,1;10/3/21 11:56
47;400;18,1;10/3/21 11:57
47;400;18;10/3/21 11:58
47;400;18,2;10/3/21 11:59
47;400;18,4;10/3/21 12:00
47;400;18,6;10/3/21 12:01
47;400;18,8;10/3/21 12:02
47;400;19;10/3/21 12:03
47;400;19,2;10/3/21 12:04
47;400;19,4;10/3/21 12:05
47;400;19,6;10/3/21 12:06
47;400;19,8;10/3/21 12:07
48;800;20;10/3/21 12:08
48;800;20,2;10/3/21 12:09
48;800;20,4;10/3/21 12:10
49;800;20,6;10/3/21 12:11
49;800;20,8;10/3/21 12:12
50;800;21;10/3/21 12:13
50;800;21,2;10/3/21 12:14
51;800;21,4;10/3/21 12:15
51;800;21,6;10/3/21 12:16
52;800;21,8;10/3/21 12:17
52;800;22;10/3/21 12:18
53;800;22,2;10/3/21 12:19
53;800;22,4;10/3/21 12:20
54;800;22,6;10/3/21 12:21
54;800;22,8;10/3/21 12:22
55;700;23;10/3/21 12:23
55;700;23,2;10/3/21 12:24
56;700;23,4;10/3/21 12:25
56;700;23,6;10/3/21 12:26
57;700;23,8;10/3/21 12:27
57;700;24;10/3/21 12:28
58;700;24,2;10/3/21 12:29
58;700;24,4;10/3/21 12:30
59;700;24,6;10/3/21 12:31
59;700;24,8;10/3/21 12:32
60;700;25;10/3/21 12:33
60;700;25,2;10/3/21 12:34
61;700;25,4;10/3/21 12:35
61;700;25,6;10/3/21 12:36
62;700;25,8;10/3/21 12:37
62;700;26;10/3/21 12:38
63;700;26,2;10/3/21 12:39
63;700;26,4;10/3/21 12:40
64;700;26,6;10/3/21 12:41
64;700;26,8;10/3/21 12:42
65;700;27;10/3/21 12:43
65;700;27,2;10/3/21 12:44
66;700;27,4;10/3/21 12:45
66;700;27,6;10/3/21 12:46
67;700;27,8;10/3/21 12:47
67;700;28;10/3/21 12:48
68;700;28,2;10/3/21 12:49
68;700;28,4;10/3/21 12:50
69;500;28,6;10/3/21 12:51
69;500;28,8;10/3/21 12:52
68;500;29;10/3/21 12:53
68;500;29,2;10/3/21 12:54
67;500;29,4;10/3/21 12:55
67;500;29,6;10/3/21 12:56
66;500;29,8;10/3/21 12:57
66;500;30;10/3/21 12:58
65;500;29,8;10/3/21 12:59
65;500;29,6;10/3/21 13:00
64;500;29,4;10/3/21 13:01
64;500;29,2;10/3/21 13:02
63;500;29;10/3/21 13:03
63;500;28,8;10/3/21 13:04
62;400;28,6;10/3/21 13:05
62;400;28,4;10/3/21 13:06
61;400;28,2;10/3/21 13:07
61;400;28;10/3/21 13:08
60;400;27,8;10/3/21 13:09
60;400;27,6;10/3/21 13:10
59;400;27,4;10/3/21 13:11
59;400;27,2;10/3/21 13:12
58;400;27;10/3/21 13:13
58;400;26,8;10/3/21 13:14
57;800;26,6;10/3/21 13:15
57;800;26,4;10/3/21 13:16
58;800;26,2;10/3/21 13:17
58;800;26;10/3/21 13:18
59;800;25,8;10/3/21 13:19
59;800;25,6;10/3/21 13:20
60;800;25,4;10/3/21 13:21
60;800;25,2;10/3/21 13:22
61;800;25;10/3/21 13:23
61;800;24,8;10/3/21 13:24
62;800;24,6;10/3/21 13:25
62;800;24,4;10/3/21 13:26
63;800;24,2;10/3/21 13:27
63;800;24;10/3/21 13:28
64;800;23,8;10/3/21 13:29
64;800;23,6;10/3/21 13:30
65;800;23,4;10/3/21 13:31
65;800;23,2;10/3/21 13:32
66;800;23;10/3/21 13:33
66;800;22,8;10/3/21 13:34
67;800;22,6;10/3/21 13:35
67;800;22,4;10/3/21 13:36
68;800;22,2;10/3/21 13:37
68;800;22;10/3/21 13:38
69;800;21,8;10/3/21 13:39
69;800;21,6;10/3/21 13:40
70;800;21,4;10/3/21 13:41
70;800;21,2;10/3/21 13:42
71;800;21;10/3/21 13:43
71;800;20,8;10/3/21 13:44
70;500;20,6;10/3/21 13:45
69;500;20,4;10/3/21 13:46
68;500;20,2;10/3/21 13:47
67;500;20;10/3/21 13:48
66;500;19,9;10/3/21 13:49
65;500;19,8;10/3/21 13:50
64;500;19,7;10/3/21 13:51
63;500;19,6;10/3/21 13:52
62;400;19,5;10/3/21 13:53
61;400;19,4;10/3/21 13:54
60;400;19,3;10/3/21 13:55
59;400;19,2;10/3/21 13:56
59;400;19;10/3/21 13:57
59;400;19;10/3/21 13:58
58;400;19;10/3/21 13:59
58;400;18,9;10/3/21 14:00
57;400;18,9;10/3/21 14:01
57;400;18,9;10/3/21 14:02
56;400;18,8;10/3/21 14:03
56;400;18,8;10/3/21 14:04
55;400;18,8;10/3/21 14:05
55;400;18,8;10/3/21 14:06
54;400;18,7;10/3/21 14:07
54;400;18,7;10/3/21 14:08
53;400;18,6;10/3/21 14:09
53;400;18,6;10/3/21 14:10
52;400;18,5;10/3/21 14:11
52;400;18,5;10/3/21 14:12
51;400;18,4;10/3/21 14:13
51;400;18,4;10/3/21 14:14
50;400;18,3;10/3/21 14:15
50;400;18,3;10/3/21 14:16
49;400;18,2;10/3/21 14:17
49;400;18,2;10/3/21 14:18
49;400;18,1;10/3/21 14:19
49;400;18,1;10/3/21 14:20
49;400;18;10/3/21 14:21
49;400;18,2;10/3/21 14:22
49;400;18,4;10/3/21 14:23
49;400;18,6;10/3/21 14:24
49;400;18,8;10/3/21 14:25
49;400;19;10/3/21 14:26
49;400;19,2;10/3/21 14:27
49;400;19,4;10/3/21 14:28
49;400;19,6;10/3/21 14:29
49;400;19,8;10/3/21 14:30
50;800;20;10/3/21 14:31
50;800;20,2;10/3/21 14:32
50;800;20,4;10/3/21 14:33
51;800;20,6;10/3/21 14:34
51;800;20,8;10/3/21 14:35
52;800;21;10/3/21 14:36
52;800;21,2;10/3/21 14:37
53;800;21,4;10/3/21 14:38
53;800;21,6;10/3/21 14:39
54;800;21,8;10/3/21 14:40
54;800;22;10/3/21 14:41
55;800;22,2;10/3/21 14:42
55;800;22,4;10/3/21 14:43
56;800;22,6;10/3/21 14:44
56;800;22,8;10/3/21 14:45
57;700;23;10/3/21 14:46
57;700;23,2;10/3/21 14:47
58;700;23,4;10/3/21 14:48
58;700;23,6;10/3/21 14:49
59;700;23,8;10/3/21 14:50
59;700;24;10/3/21 14:51
60;700;24,2;10/3/21 14:52
60;700;24,4;10/3/21 14:53
61;700;24,6;10/3/21 14:54
61;700;24,8;10/3/21 14:55
62;700;25;10/3/21 14:56
62;700;25,2;10/3/21 14:57
63;700;25,4;10/3/21 14:58
63;700;25,6;10/3/21 14:59
64;700;25,8;10/3/21 15:00
64;700;26;10/3/21 15:01
65;700;26,2;10/3/21 15:02
65;700;26,4;10/3/21 15:03
66;700;26,6;10/3/21 15:04
66;700;26,8;10/3/21 15:05
67;700;27;10/3/21 15:06
67;700;27,2;10/3/21 15:07
68;700;27,4;10/3/21 15:08
68;700;27,6;10/3/21 15:09
69;700;27,8;10/3/21 15:10
69;700;28;10/3/21 15:11
70;700;28,2;10/3/21 15:12
70;700;28,4;10/3/21 15:13
71;500;28,6;10/3/21 15:14
71;500;28,8;10/3/21 15:15
70;500;29;10/3/21 15:16
70;500;29,2;10/3/21 15:17
69;500;29,4;10/3/21 15:18
69;500;29,6;10/3/21 15:19
68;500;29,8;10/3/21 15:20
68;500;30;10/3/21 15:21
67;500;29,8;10/3/21 15:22
67;500;29,6;10/3/21 15:23
66;500;29,4;10/3/21 15:24
66;500;29,2;10/3/21 15:25
65;500;29;10/3/21 15:26
65;500;28,8;10/3/21 15:27
64;400;28,6;10/3/21 15:28
64;400;28,4;10/3/21 15:29
63;400;28,2;10/3/21 15:30
63;400;28;10/3/21 15:31
62;400;27,8;10/3/21 15:32
62;400;27,6;10/3/21 15:33
61;400;27,4;10/3/21 15:34
61;400;27,2;10/3/21 15:35
60;400;27;10/3/21 15:36
60;400;26,8;10/3/21 15:37
59;800;26,6;10/3/21 15:38
59;800;26,4;10/3/21 15:39
60;800;26,2;10/3/21 15:40
60;800;26;10/3/21 15:41
61;800;25,8;10/3/21 15:42
61;800;25,6;10/3/21 15:43
62;800;25,4;10/3/21 15:44
62;800;25,2;10/3/21 15:45
63;800;25;10/3/21 15:46
63;800;24,8;10/3/21 15:47
64;800;24,6;10/3/21 15:48
64;800;24,4;10/3/21 15:49
65;800;24,2;10/3/21 15:50
65;800;24;10/3/21 15:51
66;800;23,8;10/3/21 15:52
66;800;23,6;10/3/21 15:53
67;800;23,4;10/3/21 15:54
67;800;23,2;10/3/21 15:55
68;800;23;10/3/21 15:56
68;800;22,8;10/3/21 15:57
69;800;22,6;10/3/21 15:58
69;800;22,4;10/3/21 15:59
70;800;22,2;10/3/21 16:00
70;800;22;10/3/21 16:01
71;800;21,8;10/3/21 16:02
71;800;21,6;10/3/21 16:03
72;800;21,4;10/3/21 16:04
72;800;21,2;10/3/21 16:05
73;800;21;10/3/21 16:06
73;800;20,8;10/3/21 16:07
72;500;20,6;10/3/21 16:08
71;500;20,4;10/3/21 16:09
70;500;20,2;10/3/21 16:10
69;500;20;10/3/21 16:11
68;500;19,9;10/3/21 16:12
67;500;19,8;10/3/21 16:13
66;500;19,7;10/3/21 16:14
65;500;19,6;10/3/21 16:15
64;400;19,5;10/3/21 16:16
63;400;19,4;10/3/21 16:17
62;400;19,3;10/3/21 16:18
61;400;19,2;10/3/21 16:19
60;400;19,1;10/3/21 16:20
58;400;19;10/3/21 16:21
58;400;19;10/3/21 16:22
57;400;19;10/3/21 16:23
57;400;18,9;10/3/21 16:24
56;400;18,9;10/3/21 16:25
56;400;18,9;10/3/21 16:26
55;400;18,8;10/3/21 16:27
55;400;18,8;10/3/21 16:28
54;400;18,8;10/3/21 16:29
54;400;18,8;10/3/21 16:30
53;400;18,7;10/3/21 16:31
53;400;18,7;10/3/21 16:32
52;400;18,6;10/3/21 16:33
52;400;18,6;10/3/21 16:34
51;400;18,5;10/3/21 16:35
51;400;18,5;10/3/21 16:36
50;400;18,4;10/3/21 16:37
50;400;18,4;10/3/21 16:38
49;400;18,3;10/3/21 16:39
49;400;18,3;10/3/21 16:40
48;400;18,2;10/3/21 16:41
48;400;18,2;10/3/21 16:42
48;400;18,1;10/3/21 16:43
48;400;18,1;10/3/21 16:44
48;400;18;10/3/21 16:45
48;400;18,2;10/3/21 16:46
48;400;18,4;10/3/21 16:47
48;400;18,6;10/3/21 16:48
48;400;18,8;10/3/21 16:49
48;400;19;10/3/21 16:50
48;400;19,2;10/3/21 16:51
48;400;19,4;10/3/21 16:52
48;400;19,6;10/3/21 16:53
48;400;19,8;10/3/21 16:54
49;800;20;10/3/21 16:55
49;800;20,2;10/3/21 16:56
49;800;20,4;10/3/21 16:57
50;800;20,6;10/3/21 16:58
50;800;20,8;10/3/21 16:59
51;800;21;10/3/21 17:00
51;800;21,2;10/3/21 17:01
52;800;21,4;10/3/21 17:02
52;800;21,6;10/3/21 17:03
53;800;21,8;10/3/21 17:04
53;800;22;10/3/21 17:05
54;800;22,2;10/3/21 17:06
54;800;22,4;10/3/21 17:07
55;800;22,6;10/3/21 17:08
55;800;22,8;10/3/21 17:09
56;700;23;10/3/21 17:10
56;700;23,2;10/3/21 17:11
57;700;23,4;10/3/21 17:12
57;700;23,6;10/3/21 17:13
58;700;23,8;10/3/21 17:14
58;700;24;10/3/21 17:15
59;700;24,2;10/3/21 17:16
59;700;24,4;10/3/21 17:17
60;700;24,6;10/3/21 17:18
60;700;24,8;10/3/21 17:19
61;700;25;10/3/21 17:20
61;700;25,2;10/3/21 17:21
62;700;25,4;10/3/21 17:22
62;700;25,6;10/3/21 17:23
63;700;25,8;10/3/21 17:24
63;700;26;10/3/21 17:25
64;700;26,2;10/3/21 17:26
64;700;26,4;10/3/21 17:27
65;700;26,6;10/3/21 17:28
65;700;26,8;10/3/21 17:29
66;700;27;10/3/21 17:30
66;700;27,2;10/3/21 17:31
67;700;27,4;10/3/21 17:32
67;700;27,6;10/3/21 17:33
68;700;27,8;10/3/21 17:34
68;700;28;10/3/21 17:35
69;700;28,2;10/3/21 17:36
69;700;28,4;10/3/21 17:37
70;500;28,6;10/3/21 17:38
70;500;28,8;10/3/21 17:39
69;500;29;10/3/21 17:40
69;500;29,2;10/3/21 17:41
68;500;29,4;10/3/21 17:42
68;500;29,6;10/3/21 17:43
67;500;29,8;10/3/21 17:44
67;500;30;10/3/21 17:45
66;500;29,8;10/3/21 17:46
66;500;29,6;10/3/21 17:47
65;500;29,4;10/3/21 17:48
65;500;29,2;10/3/21 17:49
64;500;29;10/3/21 17:50
64;500;28,8;10/3/21 17:51
63;400;28,6;10/3/21 17:52
63;400;28,4;10/3/21 17:53
62;400;28,2;10/3/21 17:54
62;400;28;10/3/21 17:55
61;400;27,8;10/3/21 17:56
61;400;27,6;10/3/21 17:57
60;400;27,4;10/3/21 17:58
60;400;27,2;10/3/21 17:59
59;400;27;10/3/21 18:00
59;400;26,8;10/3/21 18:01
58;800;26,6;10/3/21 18:02
58;800;26,4;10/3/21 18:03
59;800;26,2;10/3/21 18:04
59;800;26;10/3/21 18:05
60;800;25,8;10/3/21 18:06
60;800;25,6;10/3/21 18:07
61;800;25,4;10/3/21 18:08
61;800;25,2;10/3/21 18:09
62;800;25;10/3/21 18:10
62;800;24,8;10/3/21 18:11
63;800;24,6;10/3/21 18:12
63;800;24,4;10/3/21 18:13
64;800;24,2;10/3/21 18:14
64;800;24;10/3/21 18:15
65;800;23,8;10/3/21 18:16
65;800;23,6;10/3/21 18:17
66;800;23,4;10/3/21 18:18
66;800;23,2;10/3/21 18:19
67;800;23;10/3/21 18:20
67;800;22,8;10/3/21 18:21
68;800;22,6;10/3/21 18:22
68;800;22,4;10/3/21 18:23
69;800;22,2;10/3/21 18:24
69;800;22;10/3/21 18:25
70;800;21,8;10/3/21 18:26
70;800;21,6;10/3/21 18:27
71;800;21,4;10/3/21 18:28
71;800;21,2;10/3/21 18:29
72;800;21;10/3/21 18:30
72;800;20,8;10/3/21 18:31
71;500;20,6;10/3/21 18:32
70;500;20,4;10/3/21 18:33
69;500;20,2;10/3/21 18:34
68;500;20;10/3/21 18:35
67;500;19,9;10/3/21 18:36
66;500;19,8;10/3/21 18:37
65;500;19,7;10/3/21 18:38
64;500;19,6;10/3/21 18:39
63;400;19,5;10/3/21 18:40
62;400;19,4;10/3/21 18:41
61;400;19,3;10/3/21 18:42
60;400;19,2;10/3/21 18:43
59;400;19,1;10/3/21 18:44
58;400;19;10/3/21 18:45
58;400;19;10/3/21 18:46
57;400;19;10/3/21 18:47
57;400;18,9;10/3/21 18:48
56;400;18,9;10/3/21 18:49
56;400;18,9;10/3/21 18:50
55;400;18,8;10/3/21 18:51
55;400;18,8;10/3/21 18:52
54;400;18,8;10/3/21 18:53
54;400;18,8;10/3/21 18:54
53;400;18,7;10/3/21 18:55
53;400;18,7;10/3/21 18:56
52;400;18,6;10/3/21 18:57
52;400;18,6;10/3/21 18:58
51;400;18,5;10/3/21 18:59
51;400;18,5;10/3/21 19:00
50;400;18,4;10/3/21 19:01
50;400;18,4;10/3/21 19:02
49;400;18,3;10/3/21 19:03
49;400;18,3;10/3/21 19:04
48;400;18,2;10/3/21 19:05
48;400;18,2;10/3/21 19:06
48;400;18,1;10/3/21 19:07
48;400;18,1;10/3/21 19:08
48;400;18;10/3/21 19:09
48;400;18,2;10/3/21 19:10
48;400;18,4;10/3/21 19:11
48;400;18,6;10/3/21 19:12
48;400;18,8;10/3/21 19:13
48;400;19;10/3/21 19:14
48;400;19,2;10/3/21 19:15
48;400;19,4;10/3/21 19:16
48;400;19,6;10/3/21 19:17
48;400;19,8;10/3/21 19:18
49;800;20;10/3/21 19:19
49;800;20,2;10/3/21 19:20
49;800;20,4;10/3/21 19:21
50;800;20,6;10/3/21 19:22
50;800;20,8;10/3/21 19:23
51;800;21;10/3/21 19:24
51;800;21,2;10/3/21 19:25
52;800;21,4;10/3/21 19:26
52;800;21,6;10/3/21 19:27
53;800;21,8;10/3/21 19:28
53;800;22;10/3/21 19:29
54;800;22,2;10/3/21 19:30
54;800;22,4;10/3/21 19:31
55;800;22,6;10/3/21 19:32
55;800;22,8;10/3/21 19:33
56;700;23;10/3/21 19:34
56;700;23,2;10/3/21 19:35
57;700;23,4;10/3/21 19:36
57;700;23,6;10/3/21 19:37
58;700;23,8;10/3/21 19:38
58;700;24;10/3/21 19:39
59;700;24,2;10/3/21 19:40
59;700;24,4;10/3/21 19:41
60;700;24,6;10/3/21 19:42
60;700;24,8;10/3/21 19:43
61;700;25;10/3/21 19:44
61;700;25,2;10/3/21 19:45
62;700;25,4;10/3/21 19:46
62;700;25,6;10/3/21 19:47
63;700;25,8;10/3/21 19:48
63;700;26;10/3/21 19:49
64;700;26,2;10/3/21 19:50
64;700;26,4;10/3/21 19:51
65;700;26,6;10/3/21 19:52
65;700;26,8;10/3/21 19:53
66;700;27;10/3/21 19:54
66;700;27,2;10/3/21 19:55
67;700;27,4;10/3/21 19:56
67;700;27,6;10/3/21 19:57
68;700;27,8;10/3/21 19:58
68;700;28;10/3/21 19:59
69;700;28,2;10/3/21 20:00
69;700;28,4;10/3/21 20:01
70;500;28,6;10/3/21 20:02
70;500;28,8;10/3/21 20:03
69;500;29;10/3/21 20:04
69;500;29,2;10/3/21 20:05
68;500;29,4;10/3/21 20:06
68;500;29,6;10/3/21 20:07
67;500;29,8;10/3/21 20:08
67;500;30;10/3/21 20:09
66;500;29,8;10/3/21 20:10
66;500;29,6;10/3/21 20:11
65;500;29,4;10/3/21 20:12
65;500;29,2;10/3/21 20:13
64;500;29;10/3/21 20:14
64;500;28,8;10/3/21 20:15
63;400;28,6;10/3/21 20:16
63;400;28,4;10/3/21 20:17
62;400;28,2;10/3/21 20:18
62;400;28;10/3/21 20:19
61;400;27,8;10/3/21 20:20
61;400;27,6;10/3/21 20:21
60;400;27,4;10/3/21 20:22
60;400;27,2;10/3/21 20:23
59;400;27;10/3/21 20:24
59;400;26,8;10/3/21 20:25
58;800;26,6;10/3/21 20:26
58;800;26,4;10/3/21 20:27
59;800;26,2;10/3/21 20:28
59;800;26;10/3/21 20:29
60;800;25,8;10/3/21 20:30
60;800;25,6;10/3/21 20:31
61;800;25,4;10/3/21 20:32
61;800;25,2;10/3/21 20:33
62;800;25;10/3/21 20:34
62;800;24,8;10/3/21 20:35
63;800;24,6;10/3/21 20:36
63;800;24,4;10/3/21 20:37
64;800;24,2;10/3/21 20:38
64;800;24;10/3/21 20:39
65;800;23,8;10/3/21 20:40
65;800;23,6;10/3/21 20:41
66;800;23,4;10/3/21 20:42
66;800;23,2;10/3/21 20:43
67;800;23;10/3/21 20:44
67;800;22,8;10/3/21 20:45
68;800;22,6;10/3/21 20:46
68;800;22,4;10/3/21 20:47
69;800;22,2;10/3/21 20:48
69;800;22;10/3/21 20:49
70;800;21,8;10/3/21 20:50
70;800;21,6;10/3/21 20:51
71;800;21,4;10/3/21 20:52
71;800;21,2;10/3/21 20:53
72;800;21;10/3/21 20:54
72;800;20,8;10/3/21 20:55
71;500;20,6;10/3/21 20:56
70;500;20,4;10/3/21 20:57
69;500;20,2;10/3/21 20:58
68;500;20;10/3/21 20:59
67;500;19,9;10/3/21 21:00
66;500;19,8;10/3/21 21:01
65;500;19,7;10/3/21 21:02
64;500;19,6;10/3/21 21:03
63;400;19,5;10/3/21 21:04
62;400;19,4;10/3/21 21:05
61;400;19,3;10/3/21 21:06
60;400;19,2;10/3/21 21:07
59;400;19,1;10/3/21 21:08
58;400;19;10/3/21 21:09
58;400;19;10/3/21 21:10
57;400;19;10/3/21 21:11
57;400;18,9;10/3/21 21:12
56;400;18,9;10/3/21 21:13
56;400;18,9;10/3/21 21:14
55;400;18,8;10/3/21 21:15
55;400;18,8;10/3/21 21:16
54;400;18,8;10/3/21 21:17
54;400;18,8;10/3/21 21:18
53;400;18,7;10/3/21 21:19
53;400;18,7;10/3/21 21:20
52;400;18,6;10/3/21 21:21
52;400;18,6;10/3/21 21:22
51;400;18,5;10/3/21 21:23
51;400;18,5;10/3/21 21:24
50;400;18,4;10/3/21 21:25
50;400;18,4;10/3/21 21:26
49;400;18,3;10/3/21 21:27
49;400;18,3;10/3/21 21:28
48;400;18,2;10/3/21 21:29
48;400;18,2;10/3/21 21:30
48;400;18,1;10/3/21 21:31
48;400;18,1;10/3/21 21:32
48;400;18;10/3/21 21:33
48;400;18,2;10/3/21 21:34
48;400;18,4;10/3/21 21:35
48;400;18,6;10/3/21 21:36
48;400;18,8;10/3/21 21:37
48;400;19;10/3/21 21:38
48;400;19,2;10/3/21 21:39
48;400;19,4;10/3/21 21:40
48;400;19,6;10/3/21 21:41
48;400;19,8;10/3/21 21:42
49;800;20;10/3/21 21:43
49;800;20,2;10/3/21 21:44
49;800;20,4;10/3/21 21:45
50;800;20,6;10/3/21 21:46
50;800;20,8;10/3/21 21:47
51;800;21;10/3/21 21:48
51;800;21,2;10/3/21 21:49
52;800;21,4;10/3/21 21:50
52;800;21,6;10/3/21 21:51
53;800;21,8;10/3/21 21:52
53;800;22;10/3/21 21:53
54;800;22,2;10/3/21 21:54
54;800;22,4;10/3/21 21:55
55;800;22,6;10/3/21 21:56
55;800;22,8;10/3/21 21:57
56;700;23;10/3/21 21:58
56;700;23,2;10/3/21 21:59
57;700;23,4;10/3/21 22:00
57;700;23,6;10/3/21 22:01
58;700;23,8;10/3/21 22:02
58;700;24;10/3/21 22:03
59;700;24,2;10/3/21 22:04
59;700;24,4;10/3/21 22:05
60;700;24,6;10/3/21 22:06
60;700;24,8;10/3/21 22:07
61;700;25;10/3/21 22:08
61;700;25,2;10/3/21 22:09
62;700;25,4;10/3/21 22:10
62;700;25,6;10/3/21 22:11
63;700;25,8;10/3/21 22:12
63;700;26;10/3/21 22:13
64;700;26,2;10/3/21 22:14
64;700;26,4;10/3/21 22:15
65;700;26,6;10/3/21 22:16
65;700;26,8;10/3/21 22:17
66;700;27;10/3/21 22:18
66;700;27,2;10/3/21 22:19
67;700;27,4;10/3/21 22:20
67;700;27,6;10/3/21 22:21
68;700;27,8;10/3/21 22:22
68;700;28;10/3/21 22:23
69;700;28,2;10/3/21 22:24
69;700;28,4;10/3/21 22:25
70;500;28,6;10/3/21 22:26
